10:17:05.152107 IP 112.26.0.8.36004 > 112.26.0.1.43445: Flags [S], seq 604036043, win 65535, options [mss 1460,sackOK,TS val 4294851649 ecr 0,nop,wscale 6,mptcp capable csum {0x5fe731cb2a0ffaa8}], length 0
10:17:05.176521 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [S.], seq 3411350881, ack 604036044, win 65535, options [mss 1460,sackOK,TS val 99544 ecr 4294851649,nop,wscale 6,mptcp capable csum {0x95b44a60aabf03a2}], length 0
10:17:05.353998 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [S.], seq 3411350881, ack 604036044, win 65535, options [mss 1460,sackOK,TS val 99544 ecr 4294851649,nop,wscale 6,mptcp capable csum {0x95b44a60aabf03a2}], length 0
10:17:05.472541 IP 112.26.0.8.36004 > 112.26.0.1.43445: Flags [.], ack 1, win 1369, options [nop,nop,TS val 4294854113 ecr 99544,mptcp capable csum {0x5fe731cb2a0ffaa8,0x95b44a60aabf03a2},mptcp dss ack 3866414399], length 0
10:17:05.475920 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], ack 1, win 1339, options [nop,nop,TS val 99849 ecr 4294854113,mptcp add-addr id 3 112.26.1.1,mptcp dss ack 1720219151], length 0
10:18:47.875228 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 932297:933725, ack 1, win 4017, options [nop,nop,TS val 201818 ecr 4294955408,mptcp dss ack 1720219151 seq 3869690043 subseq 932297 len 1428 csum 0xa490], length 1428
10:18:47.891707 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 938009:939437, ack 1, win 4017, options [nop,nop,TS val 202265 ecr 4294955691,mptcp dss ack 1720219151 seq 3869705751 subseq 938009 len 1428 csum 0x95fb], length 1428
10:18:47.975345 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 939437:940865, ack 1, win 4017, options [nop,nop,TS val 202341 ecr 4294955771,mptcp dss ack 1720219151 seq 3869707179 subseq 939437 len 1428 csum 0xb90f], length 1428
10:18:48.011386 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 933725:935153, ack 1, win 4017, options [nop,nop,TS val 201818 ecr 4294955408,mptcp dss ack 1720219151 seq 3869691471 subseq 933725 len 1428 csum 0xc891], length 1428
10:18:48.085784 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 935153:936581, ack 1, win 4017, options [nop,nop,TS val 201947 ecr 4294955555,mptcp dss ack 1720219151 seq 3869695755 subseq 935153 len 1428 csum 0x7bb9], length 1428
10:18:48.107917 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 940865:942293, ack 1, win 4017, options [nop,nop,TS val 202433 ecr 4294955887,mptcp dss ack 1720219151 seq 3869710035 subseq 940865 len 1428 csum 0x54cc], length 1428
10:18:48.218189 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 936581:938009, ack 1, win 4017, options [nop,nop,TS val 202098 ecr 4294955623,mptcp dss ack 1720219151 seq 3869697183 subseq 936581 len 1428 csum 0x8cc2], length 1428
10:18:48.240988 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 942293:943721, ack 1, win 4017, options [nop,nop,TS val 202613 ecr 4294955993,mptcp dss ack 1720219151 seq 3869712891 subseq 942293 len 1428 csum 0xcf49], length 1428
10:18:48.288389 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 938009:939437, ack 1, win 4017, options [nop,nop,TS val 202265 ecr 4294955691,mptcp dss ack 1720219151 seq 3869705751 subseq 938009 len 1428 csum 0x95fb], length 1428
10:18:48.316442 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 943721:945149, ack 1, win 4017, options [nop,nop,TS val 202682 ecr 4294956144,mptcp dss ack 1720219151 seq 3869720031 subseq 943721 len 1428 csum 0x1a], length 1428
10:18:48.420739 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 913733:915161, ack 1, win 4017, options [nop,nop,TS val 202795 ecr 4294956276,mptcp dss ack 1720219151 seq 3869627211 subseq 913733 len 1428 csum 0x4352], length 1428
10:18:48.435491 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 939437:940865, ack 1, win 4017, options [nop,nop,TS val 202341 ecr 4294955771,mptcp dss ack 1720219151 seq 3869707179 subseq 939437 len 1428 csum 0xb90f], length 1428
10:18:48.533142 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 940865:942293, ack 1, win 4017, options [nop,nop,TS val 202433 ecr 4294955887,mptcp dss ack 1720219151 seq 3869710035 subseq 940865 len 1428 csum 0x54cc], length 1428
10:18:48.593481 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 942293:943721, ack 1, win 4017, options [nop,nop,TS val 202613 ecr 4294955993,mptcp dss ack 1720219151 seq 3869712891 subseq 942293 len 1428 csum 0xcf49], length 1428
10:18:48.653148 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 943721:945149, ack 1, win 4017, options [nop,nop,TS val 202682 ecr 4294956144,mptcp dss ack 1720219151 seq 3869720031 subseq 943721 len 1428 csum 0x1a], length 1428
10:18:48.718947 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 913733:915161, ack 1, win 4017, options [nop,nop,TS val 202795 ecr 4294956276,mptcp dss ack 1720219151 seq 3869627211 subseq 913733 len 1428 csum 0x4352], length 1428
10:18:49.151301 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 919445:920873, ack 1, win 4017, options [nop,nop,TS val 203522 ecr 4294957150,mptcp dss ack 1720219151 seq 3869644347 subseq 919445 len 1428 csum 0x88eb], length 1428
10:18:49.156811 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 919445:920873, ack 1, win 4017, options [nop,nop,TS val 203522 ecr 4294957150,mptcp dss ack 1720219151 seq 3869644347 subseq 919445 len 1428 csum 0x88eb], length 1428
10:18:49.311558 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 920873:922301, ack 1, win 4017, options [nop,nop,TS val 203685 ecr 4294957268,mptcp dss ack 1720219151 seq 3869645775 subseq 920873 len 1428 csum 0xc2a2], length 1428
10:18:49.319390 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 920873:922301, ack 1, win 4017, options [nop,nop,TS val 203685 ecr 4294957268,mptcp dss ack 1720219151 seq 3869645775 subseq 920873 len 1428 csum 0xc2a2], length 1428
10:18:49.462135 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 922301:923729, ack 1, win 4017, options [nop,nop,TS val 203836 ecr 4294957467,mptcp dss ack 1720219151 seq 3869651487 subseq 922301 len 1428 csum 0x22b6], length 1428
10:18:49.473157 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 922301:923729, ack 1, win 4017, options [nop,nop,TS val 203836 ecr 4294957467,mptcp dss ack 1720219151 seq 3869651487 subseq 922301 len 1428 csum 0x22b6], length 1428
10:18:49.554933 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 925157:926585, ack 1, win 4017, options [nop,nop,TS val 203836 ecr 4294957467,mptcp dss ack 1720219151 seq 3869661483 subseq 925157 len 1428 csum 0xce66], length 1428
10:18:49.581426 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 925157:926585, ack 1, win 4017, options [nop,nop,TS val 203836 ecr 4294957467,mptcp dss ack 1720219151 seq 3869661483 subseq 925157 len 1428 csum 0xce66], length 1428
10:18:49.638958 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 928013:929441, ack 1, win 4017, options [nop,nop,TS val 203941 ecr 4294957541,mptcp dss ack 1720219151 seq 3869675763 subseq 928013 len 1428 csum 0xf91d], length 1428
10:18:49.695116 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 928013:929441, ack 1, win 4017, options [nop,nop,TS val 203941 ecr 4294957541,mptcp dss ack 1720219151 seq 3869675763 subseq 928013 len 1428 csum 0xf91d], length 1428
10:18:49.739846 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 932297:933725, ack 1, win 4017, options [nop,nop,TS val 204040 ecr 4294957611,mptcp dss ack 1720219151 seq 3869690043 subseq 932297 len 1428 csum 0xa490], length 1428
10:18:49.785593 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 932297:933725, ack 1, win 4017, options [nop,nop,TS val 204040 ecr 4294957611,mptcp dss ack 1720219151 seq 3869690043 subseq 932297 len 1428 csum 0xa490], length 1428
10:18:49.844569 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 945149:946577, ack 1, win 4017, options [nop,nop,TS val 204166 ecr 4294957740,mptcp dss ack 1720219151 seq 3869765727 subseq 945149 len 1428 csum 0x1b3e], length 1428
10:18:49.900346 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 946577:948005, ack 1, win 4017, options [nop,nop,TS val 204247 ecr 4294957899,mptcp dss ack 1720219151 seq 3869770011 subseq 946577 len 1428 csum 0x9356], length 1428
10:18:49.930027 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 945149:946577, ack 1, win 4017, options [nop,nop,TS val 204166 ecr 4294957740,mptcp dss ack 1720219151 seq 3869765727 subseq 945149 len 1428 csum 0x1b3e], length 1428
10:18:49.985341 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 946577:948005, ack 1, win 4017, options [nop,nop,TS val 204247 ecr 4294957899,mptcp dss ack 1720219151 seq 3869770011 subseq 946577 len 1428 csum 0x9356], length 1428
10:18:50.010504 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 942293:943721, ack 1, win 4017, options [nop,nop,TS val 204383 ecr 4294958047,mptcp dss ack 1720219151 seq 3869712891 subseq 942293 len 1428 csum 0xcf49], length 1428
10:18:50.052859 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 942293:943721, ack 1, win 4017, options [nop,nop,TS val 204383 ecr 4294958047,mptcp dss ack 1720219151 seq 3869712891 subseq 942293 len 1428 csum 0xcf49], length 1428
10:18:50.118353 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 943721:945149, ack 1, win 4017, options [nop,nop,TS val 204383 ecr 4294958047,mptcp dss ack 1720219151 seq 3869720031 subseq 943721 len 1428 csum 0x1a], length 1428
10:18:50.146619 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 943721:945149, ack 1, win 4017, options [nop,nop,TS val 204383 ecr 4294958047,mptcp dss ack 1720219151 seq 3869720031 subseq 943721 len 1428 csum 0x1a], length 1428
10:18:50.170288 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 948005:949433, ack 1, win 4017, options [nop,nop,TS val 204383 ecr 4294958047,mptcp dss ack 1720219151 seq 3869777151 subseq 948005 len 1428 csum 0x8d7b], length 1428
10:18:50.225324 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 948005:949433, ack 1, win 4017, options [nop,nop,TS val 204383 ecr 4294958047,mptcp dss ack 1720219151 seq 3869777151 subseq 948005 len 1428 csum 0x8d7b], length 1428
10:18:50.254511 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 949433:950861, ack 1, win 4017, options [nop,nop,TS val 204383 ecr 4294958047,mptcp dss ack 1720219151 seq 3869778579 subseq 949433 len 1428 csum 0xd1e8], length 1428
10:18:50.329846 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 949433:950861, ack 1, win 4017, options [nop,nop,TS val 204383 ecr 4294958047,mptcp dss ack 1720219151 seq 3869778579 subseq 949433 len 1428 csum 0xd1e8], length 1428
10:18:50.349322 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 950861:952289, ack 1, win 4017, options [nop,nop,TS val 204718 ecr 4294958395,mptcp dss ack 1720219151 seq 3869782863 subseq 950861 len 1428 csum 0x1632], length 1428
10:18:50.429728 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 950861:952289, ack 1, win 4017, options [nop,nop,TS val 204718 ecr 4294958395,mptcp dss ack 1720219151 seq 3869782863 subseq 950861 len 1428 csum 0x1632], length 1428
10:18:50.452210 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 952289:953717, ack 1, win 4017, options [nop,nop,TS val 204718 ecr 4294958395,mptcp dss ack 1720219151 seq 3869784291 subseq 952289 len 1428 csum 0x4d2], length 1428
10:18:50.502321 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 953717:955145, ack 1, win 4017, options [nop,nop,TS val 204718 ecr 4294958395,mptcp dss ack 1720219151 seq 3869785719 subseq 953717 len 1428 csum 0x764b], length 1428
10:18:50.563422 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 952289:953717, ack 1, win 4017, options [nop,nop,TS val 204718 ecr 4294958395,mptcp dss ack 1720219151 seq 3869784291 subseq 952289 len 1428 csum 0x4d2], length 1428
10:18:50.609457 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 955145:956573, ack 1, win 4017, options [nop,nop,TS val 204960 ecr 4294958571,mptcp dss ack 1720219151 seq 3869790003 subseq 955145 len 1428 csum 0x2061], length 1428
10:18:50.660329 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 953717:955145, ack 1, win 4017, options [nop,nop,TS val 204718 ecr 4294958395,mptcp dss ack 1720219151 seq 3869785719 subseq 953717 len 1428 csum 0x764b], length 1428
10:18:50.771496 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 955145:956573, ack 1, win 4017, options [nop,nop,TS val 204960 ecr 4294958571,mptcp dss ack 1720219151 seq 3869790003 subseq 955145 len 1428 csum 0x2061], length 1428
10:18:50.937321 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 956573:958001, ack 1, win 4017, options [nop,nop,TS val 205311 ecr 4294958835,mptcp dss ack 1720219151 seq 3869809995 subseq 956573 len 1428 csum 0x33b6], length 1428
10:18:50.944180 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 956573:958001, ack 1, win 4017, options [nop,nop,TS val 205311 ecr 4294958835,mptcp dss ack 1720219151 seq 3869809995 subseq 956573 len 1428 csum 0x33b6], length 1428
10:18:51.029833 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 958001:959429, ack 1, win 4017, options [nop,nop,TS val 205311 ecr 4294958835,mptcp dss ack 1720219151 seq 3869811423 subseq 958001 len 1428 csum 0x7e86], length 1428
10:18:51.056628 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 958001:959429, ack 1, win 4017, options [nop,nop,TS val 205311 ecr 4294958835,mptcp dss ack 1720219151 seq 3869811423 subseq 958001 len 1428 csum 0x7e86], length 1428
10:18:51.195221 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 959429:960857, ack 1, win 4017, options [nop,nop,TS val 205570 ecr 4294959128,mptcp dss ack 1720219151 seq 3869821419 subseq 959429 len 1428 csum 0x1c25], length 1428
10:18:51.203369 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 959429:960857, ack 1, win 4017, options [nop,nop,TS val 205570 ecr 4294959128,mptcp dss ack 1720219151 seq 3869821419 subseq 959429 len 1428 csum 0x1c25], length 1428
10:18:51.295484 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 960857:962285, ack 1, win 4017, options [nop,nop,TS val 205570 ecr 4294959128,mptcp dss ack 1720219151 seq 3869822847 subseq 960857 len 1428 csum 0x3b56], length 1428
10:18:51.299078 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 960857:962285, ack 1, win 4017, options [nop,nop,TS val 205570 ecr 4294959128,mptcp dss ack 1720219151 seq 3869822847 subseq 960857 len 1428 csum 0x3b56], length 1428
10:18:51.477140 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 962285:963713, ack 1, win 4017, options [nop,nop,TS val 205847 ecr 4294959379,mptcp dss ack 1720219151 seq 3869829987 subseq 962285 len 1428 csum 0x4aed], length 1428
10:18:51.485514 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 962285:963713, ack 1, win 4017, options [nop,nop,TS val 205847 ecr 4294959379,mptcp dss ack 1720219151 seq 3869829987 subseq 962285 len 1428 csum 0x4aed], length 1428
10:18:51.575341 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 963713:965141, ack 1, win 4017, options [nop,nop,TS val 205847 ecr 4294959379,mptcp dss ack 1720219151 seq 3869831415 subseq 963713 len 1428 csum 0xcadf], length 1428
10:18:51.619483 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 963713:965141, ack 1, win 4017, options [nop,nop,TS val 205847 ecr 4294959379,mptcp dss ack 1720219151 seq 3869831415 subseq 963713 len 1428 csum 0xcadf], length 1428
10:18:51.651920 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 965141:966569, ack 1, win 4017, options [nop,nop,TS val 205905 ecr 4294959438,mptcp dss ack 1720219151 seq 3869835699 subseq 965141 len 1428 csum 0x40ed], length 1428
10:18:51.677255 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 965141:966569, ack 1, win 4017, options [nop,nop,TS val 205905 ecr 4294959438,mptcp dss ack 1720219151 seq 3869835699 subseq 965141 len 1428 csum 0x40ed], length 1428
10:18:51.699228 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 966569:967997, ack 1, win 4017, options [nop,nop,TS val 205954 ecr 4294959530,mptcp dss ack 1720219151 seq 3869838555 subseq 966569 len 1428 csum 0xcdc8], length 1428
10:18:51.732733 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 966569:967997, ack 1, win 4017, options [nop,nop,TS val 205954 ecr 4294959530,mptcp dss ack 1720219151 seq 3869838555 subseq 966569 len 1428 csum 0xcdc8], length 1428
10:18:51.842745 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 967997:969425, ack 1, win 4017, options [nop,nop,TS val 206216 ecr 4294959768,mptcp dss ack 1720219151 seq 3869848551 subseq 967997 len 1428 csum 0x9cfe], length 1428
10:18:51.849789 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 967997:969425, ack 1, win 4017, options [nop,nop,TS val 206216 ecr 4294959768,mptcp dss ack 1720219151 seq 3869848551 subseq 967997 len 1428 csum 0x9cfe], length 1428
10:18:51.932017 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 969425:970853, ack 1, win 4017, options [nop,nop,TS val 206216 ecr 4294959768,mptcp dss ack 1720219151 seq 3869849979 subseq 969425 len 1428 csum 0x9646], length 1428
10:18:51.953815 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 969425:970853, ack 1, win 4017, options [nop,nop,TS val 206216 ecr 4294959768,mptcp dss ack 1720219151 seq 3869849979 subseq 969425 len 1428 csum 0x9646], length 1428
10:18:52.012303 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 970853:972281, ack 1, win 4017, options [nop,nop,TS val 206350 ecr 4294959919,mptcp dss ack 1720219151 seq 3869859975 subseq 970853 len 1428 csum 0x558f], length 1428
10:18:52.042107 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 970853:972281, ack 1, win 4017, options [nop,nop,TS val 206350 ecr 4294959919,mptcp dss ack 1720219151 seq 3869859975 subseq 970853 len 1428 csum 0x558f], length 1428
10:18:52.141936 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 949433:950861, ack 1, win 4017, options [nop,nop,TS val 206514 ecr 4294960107,mptcp dss ack 1720219151 seq 3869778579 subseq 949433 len 1428 csum 0xd1e8], length 1428
10:18:52.156612 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 949433:950861, ack 1, win 4017, options [nop,nop,TS val 206514 ecr 4294960107,mptcp dss ack 1720219151 seq 3869778579 subseq 949433 len 1428 csum 0xd1e8], length 1428
10:18:52.195147 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 972281:973709, ack 1, win 4017, options [nop,nop,TS val 206537 ecr 4294960107,mptcp dss ack 1720219151 seq 3869872827 subseq 972281 len 1428 csum 0xf2f1], length 1428
10:18:52.299062 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 972281:973709, ack 1, win 4017, options [nop,nop,TS val 206537 ecr 4294960107,mptcp dss ack 1720219151 seq 3869872827 subseq 972281 len 1428 csum 0xf2f1], length 1428
10:18:52.540598 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 973709:975137, ack 1, win 4017, options [nop,nop,TS val 206915 ecr 4294960422,mptcp dss ack 1720219151 seq 3869884251 subseq 973709 len 1428 csum 0xc86b], length 1428
10:18:52.542801 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 973709:975137, ack 1, win 4017, options [nop,nop,TS val 206915 ecr 4294960422,mptcp dss ack 1720219151 seq 3869884251 subseq 973709 len 1428 csum 0xc86b], length 1428
10:18:52.665875 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 975137:976565, ack 1, win 4017, options [nop,nop,TS val 207038 ecr 4294960536,mptcp dss ack 1720219151 seq 3869889963 subseq 975137 len 1428 csum 0xb66b], length 1428
10:18:52.669516 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 975137:976565, ack 1, win 4017, options [nop,nop,TS val 207038 ecr 4294960536,mptcp dss ack 1720219151 seq 3869889963 subseq 975137 len 1428 csum 0xb66b], length 1428
10:18:52.869769 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 976565:977993, ack 1, win 4017, options [nop,nop,TS val 207243 ecr 4294960821,mptcp dss ack 1720219151 seq 3869899959 subseq 976565 len 1428 csum 0xd5f9], length 1428
10:18:52.876655 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 976565:977993, ack 1, win 4017, options [nop,nop,TS val 207243 ecr 4294960821,mptcp dss ack 1720219151 seq 3869899959 subseq 976565 len 1428 csum 0xd5f9], length 1428
10:18:52.966092 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 977993:979421, ack 1, win 4017, options [nop,nop,TS val 207340 ecr 4294960917,mptcp dss ack 1720219151 seq 3869902815 subseq 977993 len 1428 csum 0xadac], length 1428
10:18:52.994099 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 977993:979421, ack 1, win 4017, options [nop,nop,TS val 207340 ecr 4294960917,mptcp dss ack 1720219151 seq 3869902815 subseq 977993 len 1428 csum 0xadac], length 1428
10:18:53.223643 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 979421:980849, ack 1, win 4017, options [nop,nop,TS val 207598 ecr 4294961231,mptcp dss ack 1720219151 seq 3869922807 subseq 979421 len 1428 csum 0x93b4], length 1428
10:18:53.229385 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 979421:980849, ack 1, win 4017, options [nop,nop,TS val 207598 ecr 4294961231,mptcp dss ack 1720219151 seq 3869922807 subseq 979421 len 1428 csum 0x93b4], length 1428
10:18:53.349992 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 980849:982277, ack 1, win 4017, options [nop,nop,TS val 207723 ecr 4294961359,mptcp dss ack 1720219151 seq 3869927091 subseq 980849 len 1428 csum 0x372a], length 1428
10:18:53.352603 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 980849:982277, ack 1, win 4017, options [nop,nop,TS val 207723 ecr 4294961359,mptcp dss ack 1720219151 seq 3869927091 subseq 980849 len 1428 csum 0x372a], length 1428
10:18:53.413613 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 970853:972281, ack 1, win 4017, options [nop,nop,TS val 207782 ecr 4294961454,mptcp dss ack 1720219151 seq 3869859975 subseq 970853 len 1428 csum 0x558f], length 1428
10:18:53.458175 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 970853:972281, ack 1, win 4017, options [nop,nop,TS val 207782 ecr 4294961454,mptcp dss ack 1720219151 seq 3869859975 subseq 970853 len 1428 csum 0x558f], length 1428
10:18:53.522827 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 982277:983705, ack 1, win 4017, options [nop,nop,TS val 207782 ecr 4294961454,mptcp dss ack 1720219151 seq 3869937087 subseq 982277 len 1428 csum 0x3a14], length 1428
10:18:53.538769 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 982277:983705, ack 1, win 4017, options [nop,nop,TS val 207782 ecr 4294961454,mptcp dss ack 1720219151 seq 3869937087 subseq 982277 len 1428 csum 0x3a14], length 1428
10:18:53.617790 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 983705:985133, ack 1, win 4017, options [nop,nop,TS val 207992 ecr 4294961636,mptcp dss ack 1720219151 seq 3869942799 subseq 983705 len 1428 csum 0xeda2], length 1428
10:18:53.628030 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 983705:985133, ack 1, win 4017, options [nop,nop,TS val 207992 ecr 4294961636,mptcp dss ack 1720219151 seq 3869942799 subseq 983705 len 1428 csum 0xeda2], length 1428
10:18:53.686896 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 985133:986561, ack 1, win 4017, options [nop,nop,TS val 208018 ecr 4294961796,mptcp dss ack 1720219151 seq 3869944227 subseq 985133 len 1428 csum 0x71c0], length 1428
10:18:53.705985 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 985133:986561, ack 1, win 4017, options [nop,nop,TS val 208018 ecr 4294961796,mptcp dss ack 1720219151 seq 3869944227 subseq 985133 len 1428 csum 0x71c0], length 1428
10:18:53.829351 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 986561:987989, ack 1, win 4017, options [nop,nop,TS val 208204 ecr 4294961910,mptcp dss ack 1720219151 seq 3869958507 subseq 986561 len 1428 csum 0xb3e9], length 1428
10:18:53.839792 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 986561:987989, ack 1, win 4017, options [nop,nop,TS val 208204 ecr 4294961910,mptcp dss ack 1720219151 seq 3869958507 subseq 986561 len 1428 csum 0xb3e9], length 1428
10:18:53.933539 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 987989:989417, ack 1, win 4017, options [nop,nop,TS val 208277 ecr 4294962084,mptcp dss ack 1720219151 seq 3869959935 subseq 987989 len 1428 csum 0xc8bb], length 1428
10:18:53.956443 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 987989:989417, ack 1, win 4017, options [nop,nop,TS val 208277 ecr 4294962084,mptcp dss ack 1720219151 seq 3869959935 subseq 987989 len 1428 csum 0xc8bb], length 1428
10:18:54.069030 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 989417:990845, ack 1, win 4017, options [nop,nop,TS val 208443 ecr 4294962220,mptcp dss ack 1720219151 seq 3869977071 subseq 989417 len 1428 csum 0x4fed], length 1428
10:18:54.071815 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 989417:990845, ack 1, win 4017, options [nop,nop,TS val 208443 ecr 4294962220,mptcp dss ack 1720219151 seq 3869977071 subseq 989417 len 1428 csum 0x4fed], length 1428
